image_key,class
intestine_13_1.jpg,0
intestine_12_5.jpg,1
intestine_12_4.jpg,1
intestine_12_3.jpg,1
intestine_12_2.jpg,1
intestine_11_5.jpg,0
intestine_11_4.jpg,0
intestine_11_3.jpg,0
intestine_11_2.jpg,0
intestine_11_1.jpg,0
intestine_10_5.jpg,1
intestine_10_3.jpg,1
intestine_10_2.jpg,1
intestine_10_1.jpg,1
intestine_13_2.jpg,0
intestine_13_5.jpg,0
intestine_14_4.jpg,0
intestine_15_1.jpg,1
intestine_15_3.jpg,1
intestine_15_5.jpg,1
intestine_16_2.jpg,1
intestine_17_1.jpg,1
intestine_17_3.jpg,0
intestine_17_5.jpg,0
intestine_18_2.jpg,0
intestine_18_4.jpg,1
intestine_19_1.jpg,0
intestine_13_4.jpg,0
intestine_14_3.jpg,0
intestine_15_2.jpg,1
intestine_16_1.jpg,1
intestine_16_5.jpg,1
intestine_18_3.jpg,0
intestine_19_2.jpg,0
intestine_14_1.jpg,0
intestine_14_5.jpg,0
intestine_16_3.jpg,1
intestine_18_5.jpg,0
intestine_15_4.jpg,1
intestine_19_4.jpg,0
intestine_17_2.jpg,0
intestine_13_3.jpg,0
intestine_12_1.jpg,1
intestine_10_4.jpg,1
intestine_2_1.jpg,1
intestine_2_3.jpg,1
intestine_2_5.jpg,1
intestine_3_2.jpg,1
intestine_3_4.jpg,0
intestine_4_1.jpg,0
intestine_7_3.jpg,1
intestine_7_5.jpg,1
intestine_8_2.jpg,0
intestine_8_4.jpg,0
intestine_9_1.jpg,0
intestine_9_3.jpg,0
intestine_9_5.jpg,0
intestine_14_2.jpg,0
intestine_16_4.jpg,1
intestine_19_3.jpg,0
intestine_19_5.jpg,0
intestine_1_1.jpg,1
intestine_1_3.jpg,1
intestine_1_5.jpg,1
intestine_20_2.jpg,0
intestine_20_4.jpg,0
intestine_2_2.jpg,1
intestine_3_1.jpg,0
intestine_3_5.jpg,0
intestine_4_3.jpg,0
intestine_4_5.jpg,0
intestine_5_2.jpg,0
intestine_5_4.jpg,0
intestine_6_1.jpg,1
intestine_6_3.jpg,1
intestine_6_5.jpg,1
intestine_7_2.jpg,1
intestine_8_1.jpg,0
intestine_8_5.jpg,0
intestine_9_4.jpg,0
intestine_17_4.jpg,0
intestine_1_2.jpg,1
intestine_1_4.jpg,1
intestine_20_3.jpg,0
intestine_2_4.jpg,1
intestine_4_2.jpg,0
intestine_4_4.jpg,0
intestine_5_1.jpg,0
intestine_5_3.jpg,0
intestine_5_5.jpg,0
intestine_6_2.jpg,1
intestine_6_4.jpg,1
intestine_7_1.jpg,1
intestine_7_4.jpg,1
intestine_8_3.jpg,0
intestine_9_2.jpg,0
intestine_18_1.jpg,0
intestine_20_1.jpg,0
intestine_20_5.jpg,0
intestine_3_3.jpg,0
